project_name,total_contributors,num_core_contributors,num_config_contributors,num_config_core,num_config_non_core,pct_config_are_core,total_config_commits,config_commits_by_core,config_commits_by_non_core,pct_config_commits_by_core
react-native-vector-icons,161,2,36,2,34,5.555555555555555,749,689,60,91.98931909212284
react-native-web,207,1,22,1,21,4.545454545454546,634,604,30,95.26813880126183
react-native,3532,180,456,144,312,31.57894736842105,3986,3445,541,86.4274962368289
react-navigation,316,3,32,3,29,9.375,999,929,70,92.992992992993
react-redux,294,31,59,21,38,35.59322033898305,539,498,41,92.39332096474953
react-router,1161,14,469,14,455,2.9850746268656714,2781,2247,534,80.7982740021575
react-scan,35,4,10,4,6,40.0,222,208,14,93.69369369369369
react-spring,193,3,40,3,37,7.5,1027,926,101,90.16553067185978
react-testing-library,173,83,33,22,11,66.66666666666666,154,143,11,92.85714285714286
react-three-fiber,225,3,38,3,35,7.894736842105263,892,784,108,87.89237668161435
react,1842,34,225,34,191,15.11111111111111,2994,2622,372,87.5751503006012
recharts,354,18,91,17,74,18.681318681318682,753,654,99,86.85258964143426
recommenders,111,8,37,8,29,21.62162162162162,1503,1111,392,73.91882900864937
redash,502,19,137,19,118,13.86861313868613,1250,1001,249,80.08
redis,803,15,154,14,140,9.090909090909092,846,597,249,70.56737588652481
redisson,245,1,40,1,39,2.5,1814,1576,238,86.87982359426681
redoc,221,2,68,2,66,2.941176470588235,991,868,123,87.5882946518668
reduxjs_redux,1031,237,114,67,47,58.77192982456141,713,665,48,93.26788218793828
refined-github,381,11,55,11,44,20.0,810,735,75,90.74074074074075
refinedev_refine,304,7,53,7,46,13.20754716981132,2822,2522,300,89.36924167257264
reflex,176,8,36,8,28,22.22222222222222,452,398,54,88.05309734513274
relay,878,42,256,41,215,16.015625,1917,1420,497,74.07407407407408
rembg,74,7,9,3,6,33.33333333333333,85,77,8,90.58823529411765
remix,731,11,726,11,715,1.5151515151515151,2664,1845,819,69.25675675675676
remotion-dev_remotion,304,1,76,1,75,1.3157894736842104,5864,5320,544,90.72305593451568
requests,740,44,46,15,31,32.608695652173914,306,271,35,88.56209150326796
restic,433,3,28,3,25,10.714285714285714,510,457,53,89.6078431372549
retrofit,191,6,51,6,45,11.76470588235294,782,701,81,89.64194373401536
reveal.js,353,6,38,4,34,10.526315789473683,270,225,45,83.33333333333334
rich,273,6,44,6,38,13.636363636363635,774,704,70,90.95607235142118
ripgrep,405,39,55,12,43,21.818181818181817,580,534,46,92.06896551724138
robertdavidgraham_masscan,71,2,11,2,9,18.181818181818183,40,29,11,72.5
rocketmq,617,43,129,42,87,32.55813953488372,1605,1379,226,85.9190031152648
rocksdb,977,54,67,34,33,50.74626865671642,379,324,55,85.4881266490765
rollup,411,5,103,5,98,4.854368932038835,1858,1636,222,88.05166846071045
rrweb,131,4,22,4,18,18.181818181818183,488,466,22,95.49180327868852
ruby,1026,36,106,27,79,25.471698113207548,2483,2042,441,82.23922674184453
ruff,654,22,249,22,227,8.835341365461847,2526,1974,552,78.14726840855107
rufus,181,12,2,1,1,50.0,124,123,1,99.19354838709677
ruoyi-vue-pro,347,7,118,7,111,5.932203389830509,2598,2179,419,83.87220939183987
rust-lang_rust,6734,183,1173,169,1004,14.407502131287298,24497,21398,3099,87.34947136384046
rustdesk,375,11,78,10,68,12.82051282051282,1793,1542,251,86.0011154489682
saleor,278,17,117,17,100,14.529914529914532,3353,2709,644,80.79331941544885
sanic,348,38,49,24,25,48.97959183673469,342,311,31,90.93567251461988
scikit-learn,3131,119,115,58,57,50.43478260869565,914,844,70,92.34135667396062
scrapy,625,20,124,20,104,16.129032258064516,1669,1440,229,86.27920910724986
scrcpy,156,1,6,1,5,16.666666666666664,43,37,6,86.04651162790698
screenshot-to-code,25,1,9,1,8,11.11111111111111,110,98,12,89.0909090909091
searxng_searxng,310,8,165,8,157,4.848484848484849,2400,1812,588,75.5
seaweedfs,423,3,151,3,148,1.9867549668874174,1636,1208,428,73.83863080684596
semantic-release,240,36,36,15,21,41.66666666666667,323,302,21,93.49845201238391
sequelize,1175,66,120,41,79,34.166666666666664,1425,1332,93,93.47368421052632
serenity,1225,36,202,34,168,16.831683168316832,1410,1005,405,71.27659574468085
serve,170,6,43,6,37,13.953488372093023,1753,1484,269,84.65487735310896
serverless,1150,33,244,31,213,12.704918032786885,3503,3037,466,86.69711675706537
servers,610,198,165,125,40,75.75757575757575,517,474,43,91.68278529980658
servo_servo,1475,40,665,39,626,5.864661654135339,15057,11917,3140,79.1459122003055
setup-ipsec-vpn,26,1,4,1,3,25.0,183,169,14,92.34972677595628
setup,66,9,2,2,0,100.0,4,4,0,100.0
shadPS4,167,14,35,9,26,25.71428571428571,168,109,59,64.88095238095238
shadowsocks-android,51,2,25,2,23,8.0,1333,1269,64,95.19879969992499
shap,260,14,39,14,25,35.8974358974359,516,468,48,90.69767441860465
shardeum,52,9,39,9,30,23.076923076923077,659,574,85,87.10166919575114
sharp,225,1,75,1,74,1.3333333333333335,912,819,93,89.80263157894737
shellcheck,164,2,24,1,23,4.166666666666666,127,87,40,68.50393700787401
sherlock,265,23,196,20,176,10.204081632653061,1751,1410,341,80.5254140491148
signalapp_Signal-Android,373,6,174,6,168,3.4482758620689653,5858,4660,1198,79.54933424376921
signoz,161,17,68,17,51,25.0,1246,1039,207,83.3868378812199
simdjson,148,2,13,2,11,15.384615384615385,143,123,20,86.01398601398601
simple-icons,781,41,646,41,605,6.3467492260061915,5079,4006,1073,78.87379405394763
sing-box,86,1,13,1,12,7.6923076923076925,239,224,15,93.72384937238493
siyuan,83,2,34,2,32,5.88235294117647,2231,2122,109,95.11429852084267
skywalking,483,12,230,12,218,5.217391304347826,3118,2493,625,79.95509942270687
slate,592,59,85,37,48,43.529411764705884,1091,1039,52,95.23373052245645
slick,177,24,21,10,11,47.61904761904761,107,93,14,86.91588785046729
slidev,293,3,52,3,49,5.769230769230769,1104,1047,57,94.83695652173914
slim,72,2,14,2,12,14.285714285714285,147,129,18,87.75510204081633
slint,191,3,55,3,52,5.454545454545454,2978,2704,274,90.79919408999328
smolagents,165,23,32,10,22,31.25,185,161,24,87.02702702702703
socket.io,532,8,158,8,150,5.063291139240507,2649,2237,412,84.4469611174028
solid,168,4,34,4,30,11.76470588235294,894,833,61,93.17673378076063
solidity,743,18,85,17,68,20.0,2979,2381,598,79.92614971466935
sops,174,8,37,7,30,18.91891891891892,456,404,52,88.59649122807018
source-code-hunter,37,4,5,3,2,60.0,25,23,2,92.0
spacedrive,115,10,48,10,38,20.833333333333336,1409,1172,237,83.17955997161107
spacemacs,1361,85,11,7,4,63.63636363636363,128,121,7,94.53125
spdlog,421,2,16,2,14,12.5,230,200,30,86.95652173913044
spleeter,19,3,8,3,5,37.5,195,169,26,86.66666666666667
spotube,82,1,20,1,19,5.0,936,836,100,89.31623931623932
spring-cloud-alibaba,211,22,93,22,71,23.655913978494624,1150,1001,149,87.04347826086956
spring-framework,1091,7,73,7,66,9.58904109589041,2754,1577,1177,57.26216412490922
spring-projects_spring-boot,1374,4,279,4,275,1.4336917562724014,13559,11307,2252,83.39110553875655
sqlitebrowser,190,6,24,6,18,25.0,258,166,92,64.34108527131784
sqlmap,142,2,21,2,19,9.523809523809524,4295,4270,25,99.41792782305005
srs,125,1,28,1,27,3.571428571428571,1117,991,126,88.71978513876455
sst,209,3,40,3,37,7.5,664,608,56,91.56626506024097
stanford-oval_storm,26,4,4,2,2,50.0,22,20,2,90.9090909090909
starship,590,172,178,75,103,42.13483146067416,697,594,103,85.22238163558106
stats,165,1,6,1,5,16.666666666666664,87,82,5,94.25287356321839
statsd,235,54,29,16,13,55.172413793103445,121,108,13,89.25619834710744
stb,218,8,3,2,1,66.66666666666666,12,11,1,91.66666666666666
storybookjs_storybook,2171,17,674,17,657,2.522255192878338,28199,24202,3997,85.8257385013653
strapi_strapi,1073,18,476,18,458,3.7815126050420167,12459,10233,2226,82.13339754394414
streamlit,271,18,62,18,44,29.03225806451613,1700,1517,183,89.23529411764706
styled-components,368,25,124,23,101,18.548387096774192,1243,1069,174,86.00160901045857
subquery_subql,57,4,45,4,41,8.88888888888889,1894,1632,262,86.16684266103485
supabase_supabase,1616,30,391,30,361,7.672634271099745,7664,6351,1313,82.86795407098121
supervision,112,6,35,6,29,17.142857142857142,791,725,66,91.65613147914033
surrealdb,143,5,44,5,39,11.363636363636363,770,593,177,77.01298701298701
surya,13,2,4,2,2,50.0,376,354,22,94.14893617021278
svelte,813,11,163,11,152,6.748466257668712,2191,1902,289,86.80967594705614
svgo,222,9,47,7,40,14.893617021276595,468,419,49,89.52991452991454
swagger-ui,591,13,132,13,119,9.848484848484848,2927,2709,218,92.55210112743423
sway,143,19,77,19,58,24.675324675324674,1644,1386,258,84.30656934306569
swc-project_swc,336,3,136,3,133,2.2058823529411766,7345,6580,765,89.58475153165418
sweetalert2,123,1,20,1,19,5.0,725,676,49,93.24137931034483
swiftlang_swift,1304,44,274,44,230,16.05839416058394,6553,4927,1626,75.18693728063482
swiper,347,2,37,2,35,5.405405405405405,839,763,76,90.94159713945173
swoole-src,178,2,37,2,35,5.405405405405405,721,562,159,77.94729542302358
swr,191,26,46,12,34,26.08695652173913,370,333,37,90.0
syncthing,352,3,50,3,47,6.0,1219,959,260,78.67104183757178
tabby,113,4,53,4,49,7.547169811320755,1144,982,162,85.83916083916084
table,465,36,97,26,71,26.804123711340207,1099,1021,78,92.90263876251137
tabler-icons,81,1,19,1,18,5.263157894736842,482,407,75,84.43983402489627
tabler,140,1,44,1,43,2.272727272727273,1302,1170,132,89.86175115207374
taichi,234,12,59,11,48,18.64406779661017,755,526,229,69.66887417218544
tailscale,284,19,72,17,55,23.61111111111111,498,318,180,63.85542168674698
tailwindcss,306,4,47,4,43,8.51063829787234,861,695,166,80.72009291521486
taipy,71,6,36,6,30,16.666666666666664,1748,1365,383,78.08924485125857
tauri,466,10,156,10,146,6.41025641025641,1843,1572,271,85.29571351058057
tdesktop,215,2,27,2,25,7.4074074074074066,1747,1054,693,60.33199771036062
teable,37,4,24,4,20,16.666666666666664,523,442,81,84.51242829827916
teambit_bit,76,6,33,6,27,18.181818181818183,4492,4008,484,89.22528940338378
telescope.nvim,415,122,11,9,2,81.81818181818183,45,43,2,95.55555555555556
tensorflow,4001,254,549,114,435,20.76502732240437,3246,1940,1306,59.76586568083796
terminal,431,13,97,12,85,12.371134020618557,711,573,138,80.59071729957806
termux-app,85,3,28,3,25,10.714285714285714,361,301,60,83.37950138504155
terraform,2052,46,241,43,198,17.842323651452283,2000,1549,451,77.45
tesseract.js,82,4,17,4,13,23.52941176470588,256,232,24,90.625
tesseract,221,4,23,4,19,17.391304347826086,642,497,145,77.41433021806854
testify,299,86,30,23,7,76.66666666666667,101,93,8,92.07920792079209
text-generation-webui,367,2,73,2,71,2.73972602739726,530,426,104,80.37735849056604
textual,171,3,23,3,20,13.043478260869565,1197,1045,152,87.3015873015873
the-swift-programming-language-in-chinese,349,7,29,6,23,20.689655172413794,382,329,53,86.12565445026178
theia,354,35,122,35,87,28.688524590163933,1685,1456,229,86.40949554896142
timescaledb,106,11,39,11,28,28.205128205128204,737,646,91,87.65264586160109
timqian_chinese-independent-blogs,1314,567,9,7,2,77.77777777777779,858,856,2,99.76689976689977
tinygrad,411,6,75,6,69,8.0,978,788,190,80.57259713701431
tiptap,413,5,50,5,45,10.0,2475,2113,362,85.37373737373737
tldraw_tldraw,202,5,83,5,78,6.024096385542169,1621,1324,297,81.67797655768044
tmux,49,3,2,2,0,100.0,77,77,0,100.0
toeverything_AFFiNE,187,13,89,13,76,14.606741573033707,3377,2869,508,84.95706248149246
tokio,897,186,190,93,97,48.94736842105264,1210,1105,105,91.32231404958677
toml,182,33,16,11,5,68.75,47,42,5,89.36170212765957
tornado,446,7,33,4,29,12.121212121212121,498,451,47,90.56224899598394
traefik,907,54,290,48,242,16.551724137931036,2056,1792,264,87.15953307392996
transformers,3128,371,346,149,197,43.0635838150289,1802,1549,253,85.96004439511654
tree-sitter_tree-sitter,330,4,64,4,60,6.25,982,813,169,82.79022403258655
trivy,466,24,125,23,102,18.4,901,753,148,83.57380688124306
trix,72,2,17,2,15,11.76470588235294,201,89,112,44.27860696517413
trpc,465,7,83,7,76,8.433734939759036,1905,1762,143,92.49343832020998
trufflehog,159,13,36,8,28,22.22222222222222,166,108,58,65.06024096385542
twenty,459,21,88,21,67,23.863636363636363,1028,868,160,84.43579766536965
typeorm,1144,185,138,75,63,54.347826086956516,1013,946,67,93.38598223099703
typescript-go,61,8,13,5,8,38.46153846153847,107,96,11,89.7196261682243
typesense,50,4,10,4,6,40.0,273,136,137,49.81684981684982
typst,352,13,76,11,65,14.473684210526317,571,466,105,81.61120840630473
uWebSockets,57,1,5,1,4,20.0,38,10,28,26.31578947368421
ui,287,125,82,45,37,54.87804878048781,338,301,37,89.05325443786982
uikit,42,2,11,2,9,18.181818181818183,1277,1229,48,96.24119028974158
ultralytics,279,7,52,7,45,13.461538461538462,899,789,110,87.76418242491657
umami-software_umami,350,3,212,3,209,1.4150943396226416,2065,1565,500,75.78692493946731
ungoogled-chromium,99,6,23,5,18,21.73913043478261,306,268,38,87.58169934640523
uni-app,44,5,24,5,19,20.833333333333336,2223,1684,539,75.75348627980208
unilm,70,10,21,6,15,28.57142857142857,63,42,21,66.66666666666666
unionlabs_union,31,7,17,7,10,41.17647058823529,4692,4038,654,86.06138107416879
unleashed-firmware,395,17,56,16,40,28.57142857142857,580,413,167,71.20689655172414
unocss,370,13,79,13,66,16.455696202531644,1187,1094,93,92.16512215669755
unsloth,64,1,9,1,8,11.11111111111111,182,173,9,95.05494505494505
uppy,451,6,57,6,51,10.526315789473683,2282,2008,274,87.99298860648554
upscayl,42,2,29,2,27,6.896551724137931,433,367,66,84.75750577367207
uptime-kuma,755,81,486,67,419,13.786008230452676,2146,1558,588,72.60018639328985
uv,387,5,95,5,90,5.263157894736842,1855,1562,293,84.20485175202155
v2ray-core,165,3,31,3,28,9.67741935483871,540,402,138,74.44444444444444
v2rayNG,61,9,42,8,34,19.047619047619047,536,389,147,72.57462686567165
v2rayN,103,1,15,1,14,6.666666666666667,71,47,24,66.19718309859155
v86,99,2,14,2,12,14.285714285714285,137,91,46,66.42335766423358
v8,916,72,98,47,51,47.95918367346938,853,620,233,72.68464243845251
v,824,23,81,20,61,24.691358024691358,1121,992,129,88.49241748438894
vagrant,1246,8,160,8,152,5.0,1801,1436,365,79.73348139922265
validator.js,556,128,37,23,14,62.16216216216216,379,364,15,96.04221635883906
validator,241,34,8,6,2,75.0,54,52,2,96.29629629629629
valkey,858,18,184,17,167,9.239130434782608,971,688,283,70.85478887744593
vanna,88,6,31,6,25,19.35483870967742,326,289,37,88.65030674846625
vant-weapp,181,6,37,6,31,16.216216216216218,700,623,77,89.0
vant,358,1,37,1,36,2.7027027027027026,2410,1971,439,81.78423236514523
vapor,263,3,28,3,25,10.714285714285714,426,318,108,74.64788732394366
vault,1465,64,222,62,160,27.927927927927925,1995,1622,373,81.30325814536342
vaultwarden,166,8,48,8,40,16.666666666666664,842,731,111,86.81710213776722
vectordotdev_vector,545,20,224,20,204,8.928571428571429,6204,5320,884,85.75112830431979
vercel_next.js,3747,81,1151,80,1071,6.950477845351869,11701,9924,1777,84.81326382360483
vercel_turborepo,565,15,163,15,148,9.202453987730062,3124,2587,537,82.81049935979513
video.js,523,25,176,24,152,13.636363636363635,1282,1086,196,84.71138845553821
vim-airline,365,10,7,4,3,57.14285714285714,40,35,5,87.5
vim,600,2,31,2,29,6.451612903225806,339,177,162,52.21238938053098
vimium,187,4,22,4,18,18.181818181818183,342,278,64,81.28654970760235
viper,189,54,19,14,5,73.68421052631578,124,119,5,95.96774193548387
vite,1104,55,227,48,179,21.145374449339208,2221,2011,210,90.54479963980188
vitess,462,21,191,21,170,10.99476439790576,4351,3254,1097,74.78740519420822
vllm,1106,162,174,92,82,52.87356321839081,797,703,94,88.20577164366374
vnpy,142,3,39,3,36,7.6923076923076925,630,459,171,72.85714285714285
voice-changer,24,2,10,2,8,20.0,516,438,78,84.88372093023256
void,49,2,20,2,18,10.0,523,402,121,76.8642447418738
vscodium,129,3,27,3,24,11.11111111111111,794,755,39,95.088161209068
vue-admin-better,11,1,6,1,5,16.666666666666664,388,363,25,93.55670103092784
vue-pure-admin,74,1,19,1,18,5.263157894736842,671,606,65,90.31296572280179
vue-vben-admin,107,9,29,7,22,24.137931034482758,406,374,32,92.11822660098522
vue2-elm,16,1,2,1,1,50.0,30,29,1,96.66666666666667
vuetify,1056,5,243,5,238,2.05761316872428,3847,3202,645,83.23368858851052
vueuse,751,136,72,41,31,56.94444444444444,1050,1018,32,96.95238095238096
vulhub,78,1,44,1,43,2.272727272727273,1681,1587,94,94.40809042236764
wagtail,895,14,110,13,97,11.818181818181818,1226,1009,217,82.30016313213703
wails,298,3,34,3,31,8.823529411764707,574,513,61,89.37282229965156
wasmer,229,13,95,13,82,13.684210526315791,5507,4356,1151,79.0993281278373
web-check,31,1,7,1,6,14.285714285714285,149,140,9,93.95973154362416
webpack,877,12,237,12,225,5.063291139240507,4192,3707,485,88.43034351145039
webtorrent,186,2,33,2,31,6.0606060606060606,1104,965,139,87.40942028985508
wechat-app-mall,28,1,8,1,7,12.5,226,213,13,94.24778761061947
wechaty,59,1,26,1,25,3.8461538461538463,4233,3678,555,86.88873139617293
wekan_wekan,313,3,157,3,154,1.910828025477707,4718,4017,701,85.14200932598558
weui,32,4,13,4,9,30.76923076923077,173,156,17,90.17341040462428
wezterm,403,1,71,1,70,1.4084507042253522,1566,1444,122,92.20945083014048
wg-easy,79,5,42,5,37,11.904761904761903,729,646,83,88.61454046639233
whisper.cpp,568,108,36,16,20,44.44444444444444,159,137,22,86.16352201257862
whisper,78,45,7,6,1,85.71428571428571,27,26,1,96.29629629629629
wiki,211,1,70,1,69,1.4285714285714286,750,665,85,88.66666666666667
windows95,16,1,3,1,2,33.33333333333333,86,82,4,95.34883720930233
windows,23,1,12,1,11,8.333333333333332,201,169,32,84.07960199004975
winget-cli,112,9,35,9,26,25.71428571428571,443,365,78,82.39277652370203
winutil,97,5,64,5,59,7.8125,373,288,85,77.21179624664879
withastro_astro,806,2,193,2,191,1.0362694300518136,4766,4003,763,83.99076793957197
ws,202,5,26,4,22,15.384615384615385,450,419,31,93.11111111111111
x64dbg,148,3,12,3,9,25.0,63,52,11,82.53968253968253
xbmc,991,46,319,46,273,14.420062695924765,7532,5477,2055,72.71640998406798
xgboost,645,16,62,16,46,25.806451612903224,666,569,97,85.43543543543544
xstate,365,2,54,2,52,3.7037037037037033,1372,1246,126,90.81632653061224
xterm.js,334,4,74,4,70,5.405405405405405,2005,1758,247,87.68079800498752
xxl-job,98,2,27,2,25,7.4074074074074066,535,496,39,92.71028037383178
xyflow,121,2,29,2,27,6.896551724137931,1422,1291,131,90.78762306610409
yabai,4,1,1,1,0,100.0,7,7,0,100.0
yazi,138,6,81,6,75,7.4074074074074066,513,405,108,78.94736842105263
yew,432,42,100,35,65,35.0,913,837,76,91.67579408543264
yfinance,133,4,15,3,12,20.0,217,191,26,88.0184331797235
yjs,119,1,9,1,8,11.11111111111111,637,629,8,98.74411302982732
yoga,302,25,52,20,32,38.46153846153847,321,272,49,84.73520249221184
yolov5,341,4,30,4,26,13.333333333333334,462,423,39,91.55844155844156
you-get,255,9,8,3,5,37.5,85,73,12,85.88235294117646
youtube-dl,961,5,20,4,16,20.0,234,147,87,62.82051282051282
youtube-music,420,26,347,26,321,7.492795389048991,1808,1298,510,71.7920353982301
yt-dlp,1545,14,42,11,31,26.190476190476193,517,450,67,87.04061895551257
yup,165,25,18,4,14,22.22222222222222,228,214,14,93.85964912280701
zap,147,28,21,12,9,57.14285714285714,81,71,10,87.65432098765432
zed-industries_zed,1236,18,494,18,476,3.643724696356275,8109,6452,1657,79.5659144160809
zellij-org_zellij,166,6,53,6,47,11.320754716981133,710,544,166,76.61971830985915
zig,1146,29,35,13,22,37.142857142857146,334,302,32,90.41916167664671
zod,396,15,36,10,26,27.77777777777778,740,708,32,95.67567567567568
zoxide,90,3,18,1,17,5.555555555555555,159,140,19,88.0503144654088
zstd,385,7,41,6,35,14.634146341463413,624,483,141,77.40384615384616
zulip_zulip,1114,40,341,40,301,11.730205278592376,6551,5088,1463,77.6675316745535
zustand,302,57,46,26,20,56.52173913043478,441,421,20,95.46485260770974
zx,61,2,18,2,16,11.11111111111111,423,400,23,94.56264775413712
zxing,172,5,51,5,46,9.803921568627452,1243,1121,122,90.18503620273532
