project,android,angular,ansible,ansible-playbook,apache,cargo,circleci,cypress,django,docker,docker-compose,elasticsearch,flutter,github-action,gradle,gradle-wrapper,hadoop-hbase,heroku,kafka,kubernetes,maven,maven-wrapper,mongodb,mysql,netlify,nginx,nodejs,poetry,postgresql,redis,spring,travis,tsconfig,zookeeper
ripgrep,0,0,0,0,0,112,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bun,0,0,0,0,0,22,0,0,0,8,0,0,0,342,0,0,0,0,0,0,0,0,0,0,0,0,674,0,0,0,0,0,82,0
xbmc,11,0,0,0,0,0,0,0,28,0,0,0,0,75,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rclone,0,0,0,0,0,0,0,0,0,7,0,0,0,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
manim,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
eslint,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,1,0,238,0,0,0,0,0,16,0
statsd,0,0,0,0,0,0,0,0,0,9,14,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
refined-github,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,144,0,0,0,0,0,18,0
FreeTube,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,0,0,0
leetcode,0,0,0,0,0,0,0,0,0,6,0,0,0,88,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
react-spring,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,0,0,0,60,0
invoke-ai_InvokeAI,0,0,0,0,0,0,0,0,0,8,64,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,140,102,0,0,0,0,0,0
Inquirer.js,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,7,0
godot,63,0,0,0,0,0,0,0,0,0,0,0,0,192,6,5,0,0,0,0,0,0,0,0,0,0,16,27,0,0,0,0,0,0
wg-easy,0,0,0,0,0,0,0,0,0,6,26,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,1,0
AgentGPT,0,0,0,0,0,0,0,0,4,10,37,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,102,69,0,0,0,0,26,0
scrcpy,0,0,0,0,0,0,0,0,0,0,0,0,0,103,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vagrant,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
cypress,0,0,0,0,0,0,39,0,0,0,20,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,1134,0,0,0,0,0,70,0
leptos,0,0,0,0,0,958,0,0,0,7,12,0,0,112,0,0,0,0,0,0,0,0,0,0,0,10,80,0,0,0,0,0,0,0
zellij,0,0,0,0,0,330,0,0,0,0,16,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fish-shell,0,0,0,0,0,70,0,0,0,4,0,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gatsby,0,0,0,0,0,0,426,3,0,7,0,0,0,22,0,0,0,0,0,0,0,0,0,0,6,0,1128,0,0,0,0,0,64,0
taipy,0,0,0,0,0,0,0,0,0,2,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,112,49,0,0,0,0,0,0
mall,0,0,0,0,0,0,0,0,0,4,81,0,0,0,0,0,0,0,0,0,185,0,0,0,0,19,0,0,0,0,74,0,0,0
alpine,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
tornado,0,0,0,0,0,0,0,0,0,6,10,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0
opencv,25,0,0,0,0,0,0,0,0,3,0,0,0,10,3,5,0,0,0,0,157,0,0,0,0,0,11,0,0,0,0,0,0,0
prophet,0,0,0,0,0,0,0,0,0,4,5,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,13,0,0
asdf,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
MetaGPT,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0
joi,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0
hugo,0,0,0,0,0,0,0,0,0,12,0,0,0,79,0,0,0,0,0,0,0,0,0,0,12,0,16,0,0,0,0,0,0,0
powerlevel10k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
faceswap,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vue2-elm,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0
Chat2DB,0,0,0,0,0,0,0,0,0,5,5,0,0,57,0,0,0,0,0,0,400,0,0,0,0,0,109,0,0,0,42,0,4,0
ray,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,0,0,17,109,0,0,0,0,0,95,32,0,0,0,0,18,0
intro.js,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,93,0,0,0,0,0,29,0
Magisk,45,0,0,0,0,117,0,0,0,0,0,0,0,70,9,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
raylib,16,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
daytona,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,272,79,0,0,0,0,24,0
MPAndroidChart,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0
NvChad,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
youtube-music,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,161,0,0,0,0,0,0,0
RustPython,0,0,0,0,0,400,0,0,0,2,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0
fastai,0,0,0,0,0,0,0,0,0,0,45,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
theia,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,581,0,0,0,0,0,39,0
APIJSON,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0
servo_servo,17,0,0,0,0,744,0,0,0,0,0,0,0,595,3,5,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
crystal,0,0,0,0,0,0,223,0,0,0,0,0,0,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
github-readme-stats,0,0,0,0,0,0,0,0,0,0,0,0,0,137,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,0,0
fastapi,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0
recharts,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,11,0
svelte,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,142,0,0,0,0,0,46,0
next-auth,0,0,0,0,0,0,0,0,0,7,31,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,357,0,0,0,0,0,71,0
jadx,0,0,0,0,0,0,0,0,0,0,0,0,0,65,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trivy,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ncnn,0,0,0,0,0,0,0,0,0,0,0,0,0,766,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
jest,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,13,0,610,0,0,0,0,0,21,0
ruoyi-vue-pro,0,0,0,0,0,0,0,0,0,7,35,0,0,18,0,0,0,0,0,0,768,0,0,0,0,0,0,0,0,0,12,0,0,0
react-admin,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,294,0,0,0,0,0,46,0
fullcalendar,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,0,0
tldraw,0,0,0,0,0,0,0,0,0,0,23,0,0,333,0,0,0,0,0,0,0,0,0,0,0,0,501,0,0,0,0,0,103,0
anki,0,0,0,0,0,299,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,31,0,0,0,0,23,0
cosmopolitan,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nvm,0,0,0,0,0,0,0,0,0,6,0,0,0,121,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,36,0,0
pi-hole,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
compiler-explorer,0,0,0,0,0,0,0,0,0,4,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,149,16,0,0,0,0,11,0
heroicons,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,103,0,0,0,0,0,0,0
nushell,0,0,0,0,0,574,0,0,0,6,0,0,0,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reflex,0,0,0,0,0,0,0,0,0,10,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0
podman,0,0,0,0,0,0,0,0,0,6,0,0,0,255,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,23,0,0
Babylon.js,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,92,0
GPT-SoVITS,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
doomemacs,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anoma,0,0,0,0,0,0,0,0,0,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
notepad-plus-plus,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
OI-wiki,0,0,0,0,0,0,0,0,0,7,0,0,0,135,0,0,0,0,0,0,0,0,0,0,3,0,50,0,0,0,0,0,13,0
shardingsphere,0,0,0,0,0,0,0,0,0,7,0,0,0,505,0,0,0,0,0,0,2232,3,0,0,10,0,0,0,0,0,0,3,0,0
Ice,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CodeEdit,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
spring-cloud-alibaba,0,0,0,0,0,0,18,0,0,5,91,0,0,38,0,0,0,0,0,0,558,2,0,0,0,0,0,0,0,0,111,0,0,0
material-ui,0,0,0,0,0,0,797,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,5,0,538,0,0,0,0,0,77,0
deskreen,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0
supervision,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0
mlflow,0,0,0,0,0,0,0,0,0,8,80,0,0,558,0,0,0,0,0,0,248,0,0,0,0,16,287,109,0,0,0,0,38,0
pm2,0,0,0,0,0,0,0,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0
jellyfin,0,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gulp,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
unilm,0,0,0,0,0,0,47,0,0,5,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
pathway,0,0,0,0,0,196,0,0,0,9,94,0,0,150,0,0,0,0,0,0,0,0,0,0,0,8,40,29,0,0,0,6,0,0
svgo,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,17,0
mediapipe,20,0,0,0,0,0,0,0,0,6,0,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,34,0
SwiftyJSON,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kratos,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
styled-components,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,20,0
go-redis,0,0,0,0,0,0,0,0,0,0,105,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ntfy,0,0,0,0,0,0,0,0,0,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
envoy,11,0,0,44,0,17,0,0,0,7,73,0,0,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dockge,0,0,0,0,0,0,0,0,0,9,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,7,0
astro,0,0,0,0,0,0,0,0,0,3,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,488,0,0,0,0,0,23,0
NextChat,0,0,0,0,0,20,0,0,0,7,32,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,23,0
monica,0,0,0,0,0,0,0,0,0,7,82,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0
validator,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
markitdown,0,0,0,0,0,0,0,0,0,8,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0
mocha,0,0,0,0,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,6,0,183,0,0,0,0,0,1,0
framework7,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,403,0,0,0,0,3,0,0
vue-vben-admin,0,0,0,0,0,0,0,0,0,7,0,0,0,232,0,0,0,0,0,0,0,0,0,0,0,18,372,0,0,0,0,0,22,0
metasploit-framework,0,0,0,0,0,0,0,0,0,8,33,0,0,347,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
xstate,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,287,0,0,0,0,0,34,0
kickstart.nvim,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
pytorch_geometric,0,0,0,0,0,0,0,0,0,2,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0
floating-ui,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,0,0,0,18,0
khoj,38,0,0,0,0,0,0,0,44,8,40,0,0,208,2,7,0,0,0,0,0,0,0,0,0,0,137,30,0,0,0,0,35,0
restic,0,0,0,0,0,0,0,0,0,5,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mobx,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0,0,0,0,27,0
ddia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
live,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Clash-for-Windows_Chinese,0,0,0,0,0,0,0,0,0,7,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,1491,0,0,0,0,0,8,0
nacos,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,843,3,0,0,0,0,68,0,0,0,35,15,0,0
daisyui,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0
miaosha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278,0,0,0,0,0,9,0,0,0,77,6,0,0
jax,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0
frida,0,0,0,0,0,0,0,0,0,0,0,0,0,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lobe-chat,0,0,0,0,0,0,0,0,0,11,178,0,0,369,0,0,0,0,0,0,0,0,0,0,5,0,520,0,0,0,0,0,57,0
Deep-Live-Cam,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jekyll,0,0,0,0,0,0,0,0,0,4,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
qwik,0,0,0,0,0,53,0,0,0,7,0,0,0,256,0,0,0,0,0,0,0,0,0,0,2,0,716,0,0,0,0,0,119,0
lit,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1593,0,0,0,0,0,89,0
dioxus,0,0,0,0,0,943,0,0,0,8,0,0,0,204,6,5,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,20,0
ghidra,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,0,23,0,0,8,0,0,0
PDFMathTranslate,0,0,0,0,0,0,0,0,0,7,8,0,0,210,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0
compose,0,0,0,0,0,0,0,0,0,8,0,0,0,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Iosevka,0,0,0,0,0,0,0,0,0,5,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0
ccxt,0,0,0,0,0,0,0,0,0,5,5,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,248,4,0,0,0,0,34,0
mdBook,0,0,0,0,0,91,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
consul,0,0,0,0,0,0,0,0,0,12,0,0,0,539,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,0
gpt4all,0,0,0,0,0,0,8,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,33,18,0,0,0,0,0,0
ant-design-pro,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,18,0
radare2,0,0,0,0,0,0,0,0,0,9,0,0,0,409,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
compose-samples,39,0,0,0,0,0,0,0,0,0,0,0,0,62,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sherlock,0,0,0,0,0,0,0,0,0,7,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0
influxdb,0,0,0,0,0,437,290,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpc-gateway,0,0,0,0,0,0,0,0,0,3,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
Charts,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
containerd,0,0,0,0,0,0,0,0,0,7,0,0,0,382,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,19,0,0
drizzle-orm,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,46,0
pandas-ai,0,0,0,0,0,0,0,0,0,4,29,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0
SwiftLint,0,0,0,0,0,0,0,0,0,6,0,0,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prefect,0,0,0,0,0,0,0,0,0,7,17,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,138,135,0,0,0,0,28,0
flameshot,0,0,0,0,0,0,0,0,0,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MMKV,31,0,0,0,0,0,0,0,0,4,0,0,32,0,12,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
clash-verge-rev,0,0,0,0,0,101,0,0,0,0,0,0,0,383,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,21,0
Proton,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tidb,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,17,0
qBittorrent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0
react-router,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,0,0,0,0,0,0,0,0,0,0,0,342,0,0,0,0,0,60,0
bilibili-API-collect,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
fabric,0,0,0,0,0,0,0,0,0,7,6,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0
mdb-ui-kit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
mitmproxy,0,0,0,0,0,0,0,0,0,8,0,0,0,152,0,0,0,0,0,0,0,0,0,0,0,0,54,64,0,0,0,0,6,0
faker,0,0,0,0,0,0,0,0,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Apktool,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cherry-studio,0,0,0,0,0,0,0,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,0,0,0,1,0
CasaOS,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
scikit-learn,0,0,0,0,0,0,45,0,0,0,0,0,0,289,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0
continue,0,0,0,0,0,23,0,0,0,0,0,0,0,248,6,7,0,0,0,0,0,0,0,0,0,0,602,42,0,0,0,4,38,0
ultralytics,0,0,0,0,0,25,0,0,0,6,0,0,0,323,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0
headlessui,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,39,0
FFmpeg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Xray-core,0,0,0,0,0,0,0,0,0,10,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fonts,0,0,0,0,0,27,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,14,10,0,0,0,0,0,0
rich,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0
matplotlib,0,0,0,0,0,0,51,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,10,95,0,0,0,0,0,0
emscripten,0,0,0,0,0,0,324,0,11,0,0,0,0,53,0,0,0,0,0,0,0,0,0,0,0,0,24,22,0,0,0,0,0,0
fuels-rs,0,0,0,0,0,282,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
hexo,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,11,0
viper,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
libgdx,2,0,0,0,0,0,0,0,0,3,0,0,0,127,15,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
upscayl,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,149,0,0,0,0,0,39,0
