project,android,angular,ansible,ansible-playbook,apache,cargo,circleci,cypress,django,docker,docker-compose,elasticsearch,flutter,github-action,gradle,gradle-wrapper,hadoop-hbase,heroku,kafka,kubernetes,maven,maven-wrapper,mongodb,mysql,netlify,nginx,nodejs,poetry,postgresql,redis,spring,travis,tsconfig,zookeeper
spark,0,0,0,0,0,0,0,0,0,8,0,0,0,236,0,0,0,0,0,0,2144,0,0,0,0,0,8,7,0,0,0,0,0,0
glance,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Folo,0,0,0,0,0,0,0,0,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,566,0,0,0,0,0,76,0
yew,0,0,0,38,0,179,0,0,0,0,0,0,0,304,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,2,0
browser-use,0,0,0,0,0,0,0,0,0,10,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0
GSAP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0
hoppscotch,0,0,0,0,0,146,0,0,0,7,109,0,0,211,0,0,0,0,0,0,0,0,0,0,12,0,441,0,0,0,0,0,68,0
locust,0,0,0,0,0,0,0,0,0,9,9,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,84,61,0,0,0,0,19,0
dokploy,0,0,0,0,0,0,0,0,0,8,0,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,233,0,0,0,0,0,14,0
infisical,0,0,0,0,0,0,0,0,0,10,217,0,0,209,0,0,0,0,0,16,0,0,0,0,0,0,369,0,0,0,0,0,1,0
open-interpreter,0,0,0,0,0,0,0,0,0,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0
tesseract,0,0,0,0,0,0,0,0,0,0,1,0,0,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
druid,0,0,0,0,0,0,0,0,0,3,16,0,0,11,0,5,0,0,0,0,614,2,0,0,0,0,0,0,0,0,36,6,0,0
puter,0,0,0,0,0,0,0,0,0,8,15,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,211,0,0,0,0,0,0,0
marker,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0
nw.js,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
taichi,0,0,0,0,0,0,0,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0
sniffnet,0,0,0,0,0,77,0,0,0,5,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
rufus,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kestra,0,0,0,0,0,0,0,0,0,9,44,0,0,388,5,7,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0
chatgpt-on-wechat,0,0,0,0,0,0,0,0,0,2,17,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0
zap,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
mdx,0,0,0,13,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,0,0,0,1,0
beekeeper-studio,0,0,0,0,0,0,0,0,0,0,129,0,0,201,0,0,0,0,0,0,0,0,0,0,0,0,314,0,0,0,0,0,29,0
carbon-lang,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0,0,9,0
MagicMirror,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0
storm,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kotlin,0,0,0,0,0,0,0,0,0,9,0,0,0,0,93,8,0,0,0,0,511,3,0,0,0,0,11,0,0,0,0,0,0,0
dolt,0,0,0,0,0,0,0,0,0,5,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
fabric.js,0,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,23,0
surrealdb,0,0,0,0,0,502,0,0,0,9,0,0,0,668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ScreenToGif,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grpc-go,0,0,0,0,0,0,0,0,0,6,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vimium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ignite,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,42,0
ansible,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0
d2,0,0,0,0,0,0,0,0,0,10,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0
ant-design-vue,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,0,0,0,0,0,0,0,274,0,0,0,0,0,36,0
solid,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,0,0,0,17,0
htmx,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,5,0,78,0,0,0,0,0,0,0
iina,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gum,0,0,0,0,0,0,0,0,0,3,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3x-ui,0,0,0,0,0,0,0,0,0,9,9,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
crawlee,0,0,0,0,0,0,0,0,0,5,0,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,21,0
hyperswitch,0,0,0,0,0,511,0,0,0,9,295,0,0,272,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,80,0,0,0,0
pandoc,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
stb,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
Qwen3,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
postcss,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,6,0
parse-server,0,0,0,0,0,0,0,0,0,9,0,0,0,234,0,0,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,0,0,0
vim,0,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
esbuild,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,1,0
sharp,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,122,0,0,0,0,0,4,0
k6,0,0,0,0,0,0,0,0,0,8,41,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lux,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
prisma,0,0,0,0,0,0,0,0,0,4,160,0,0,235,0,0,0,0,0,0,0,0,0,0,0,0,511,0,0,0,0,0,24,0
OpenAPI-Specification,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0
homebrew-cask,0,0,0,0,0,0,0,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
core,0,0,0,0,0,0,0,0,0,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lx-music-desktop,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,180,0,0,0,0,0,0,0
v2ray-core,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
age,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
react-testing-library,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,4,0
ip2region,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,46,0,0,0,0,0,5,0
text-generation-webui,0,0,0,0,0,0,0,0,0,8,20,0,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SmsForwarder,69,0,0,0,0,0,0,0,0,0,0,0,0,30,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
metabase,0,25,0,0,0,0,0,0,0,8,170,0,0,2735,0,0,0,0,0,0,0,0,0,0,0,0,547,0,0,0,0,0,45,0
appsmith,0,0,0,3,0,0,0,0,0,7,9,0,0,682,0,0,0,1,0,0,614,0,0,0,0,0,580,0,0,2,2,0,72,0
angular,0,773,0,0,0,0,0,13,0,0,0,0,0,198,0,0,0,0,0,0,0,0,0,0,0,10,511,0,0,0,0,0,64,0
hello-algo,0,0,0,0,0,7,0,0,0,8,12,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0
p5.js,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0
air,0,0,0,0,0,0,0,0,0,5,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
motion,0,0,0,0,0,0,58,7,0,2,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,168,0,0,0,0,0,62,0
ColossalAI,0,0,0,0,0,0,0,0,0,3,0,0,0,276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swr,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,0,42,0
plane,0,0,0,0,0,0,0,0,0,4,336,0,0,361,0,0,0,0,0,0,0,0,0,0,0,25,237,27,25,0,0,0,58,0
mongoose,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,128,0,0,0,0,0,4,0
signoz,0,0,0,0,0,0,0,0,0,6,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,235,0,0,0,0,0,44,0
PaddleOCR,18,0,0,0,0,0,0,0,0,6,0,0,0,25,2,5,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0
bulletproof-react,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,119,0,0,0,0,0,29,0
hhvm,0,0,0,0,0,732,5,0,0,8,0,0,0,255,0,0,0,0,0,0,182,0,0,0,0,0,57,8,0,0,0,0,0,0
zx,0,0,0,0,0,0,0,0,0,4,0,0,0,127,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,14,0
Signal-Android,97,0,0,0,0,0,0,0,0,3,0,0,0,41,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dash,0,0,0,0,0,0,278,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,255,0,0,0,0,0,35,0
linux-insides,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
graphql-engine,0,0,0,0,0,324,507,0,0,10,207,0,0,20,0,0,0,0,0,54,31,0,0,0,1,0,528,0,0,0,0,43,52,0
crawl4ai,0,0,0,0,0,0,0,0,0,9,44,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
echo,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
simdjson,0,0,0,0,0,11,142,0,0,5,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,15,0,0
vant-weapp,0,0,0,16,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,53,0,0,0,0,0,20,0
deepface,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fastlane,14,0,0,0,0,0,162,0,0,0,0,0,0,82,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
wechaty,0,0,0,0,0,0,0,0,0,6,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0,0
mindsdb,0,0,0,0,0,0,0,0,47,3,84,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,2,9,0,0,0,0,0,0
vaultwarden,0,0,0,0,0,204,0,0,0,9,0,0,0,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
jotai,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,20,0
gitbook,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,166,0,0,0,0,0,20,0
coreutils,0,0,0,0,0,899,0,0,0,2,0,0,0,626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ha_xiaomi_home,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
vim-airline,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
retrofit,0,0,0,0,0,0,0,0,0,0,0,0,0,58,19,7,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,4,0
openssl,0,0,0,0,0,0,0,0,0,0,0,0,0,577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ember.js,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,450,0,0,0,0,0,21,0
searxng,0,0,0,0,0,0,0,0,0,3,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,35,0
RevokeMsgPatcher,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keycloak,0,0,4,0,0,0,0,0,0,10,0,0,0,616,0,0,0,0,0,0,2136,3,0,0,0,0,169,0,0,0,71,0,25,0
n,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0
ShareX,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Flowise,0,0,0,0,0,0,0,0,0,9,106,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,437,0,0,0,0,0,0,0
generative-models,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0
llamafile,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
solidity,0,0,0,0,0,0,0,0,0,6,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
koreader,0,0,0,0,0,0,35,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
youtube-dl,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LazyVim,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
anything-llm,0,0,0,0,0,0,0,0,0,8,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169,0,0,0,0,0,0,0
netty,4,0,0,0,0,0,0,0,0,4,0,0,0,364,0,0,0,0,0,0,1831,2,0,0,0,0,0,0,0,0,0,0,0,0
detectron2,0,0,0,0,0,0,0,0,0,6,11,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NativeScript,26,0,0,0,0,0,0,0,0,0,0,0,0,58,2,5,0,0,0,0,0,0,0,0,0,0,230,0,0,0,0,0,35,0
hiddify-app,41,0,0,0,0,0,0,0,0,0,0,0,114,152,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Catch2,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cloc,0,0,0,0,0,0,0,0,0,6,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
julia,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glow,0,0,0,0,0,0,0,0,0,3,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wails,0,0,0,0,0,0,0,0,0,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,35,0
langflow,0,0,0,0,0,0,0,0,1,8,190,0,0,1127,0,0,0,0,0,0,0,0,0,0,0,17,176,92,0,0,0,0,57,0
fx,0,0,0,0,0,0,0,0,0,6,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0
openui,0,0,0,0,0,0,0,0,0,6,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,143,17,0,0,0,0,21,0
insightface,15,0,0,0,0,0,0,0,0,2,68,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
DeepSeek-V3,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
screenshot-to-code,0,0,0,0,0,0,0,0,0,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,26,0,0,0,0,0,0
gpt-researcher,0,0,0,0,0,0,0,0,0,8,42,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,119,55,0,0,0,0,22,0
qlib,0,0,0,0,0,0,0,0,0,5,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
oh-my-posh,0,0,0,0,0,0,0,0,0,4,0,0,0,175,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0
ant-design,0,0,0,0,0,0,0,0,0,0,0,0,0,460,0,0,0,0,0,0,0,0,0,0,0,0,313,0,0,0,0,0,46,0
folly,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
zod,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,34,0
compose-multiplatform,28,0,0,0,0,0,0,0,0,7,0,0,0,23,53,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
yup,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,4,0
slate,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,156,0,0,0,0,0,31,0
ExplorerPatcher,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
XX-Net,0,0,0,0,0,0,0,0,29,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dapper,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
playwright,5,0,0,0,0,0,0,0,0,0,0,0,0,150,6,5,0,0,0,0,21,0,0,0,0,0,233,0,0,0,0,0,0,0
kotaemon,0,0,0,0,0,0,0,0,56,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
sequelize,0,0,0,0,0,0,0,0,0,0,64,0,0,245,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,0,0,0,7,0
ai-hedge-fund,0,0,0,0,0,0,0,0,0,6,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,39,0,0,0,0,0,0
OCRmyPDF,0,0,0,0,0,0,0,0,0,6,9,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0
imgui,12,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
bettercap,0,0,0,0,0,0,0,0,0,7,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
serve,0,0,0,0,0,0,0,0,0,4,0,0,0,569,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
unsloth,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,0,0,0,0
valkey,0,0,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0
typeorm,0,0,0,0,0,0,0,0,0,0,67,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,227,0,0,0,0,0,35,0
dub,0,0,0,0,0,0,0,0,0,0,23,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,281,0,0,0,0,0,52,0
wiki,0,0,0,0,0,0,0,9,0,8,31,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0
lottie-ios,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0
sqlmap,0,0,0,0,0,0,0,0,346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
composer,0,0,0,0,0,0,0,0,0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ruff,0,0,0,0,0,559,0,0,0,7,0,0,0,413,0,0,0,0,0,0,0,0,0,0,0,0,60,69,0,0,0,0,20,0
traefik,0,0,0,0,0,0,0,0,0,7,37,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0
ml-agents,0,0,0,0,0,0,0,0,0,5,0,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
WordPress,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0
AFFiNE,28,0,0,0,0,307,0,0,0,7,22,0,0,554,4,7,0,0,0,0,0,0,0,0,0,44,1125,0,0,0,0,0,35,0
libuv,0,0,0,0,0,0,0,0,0,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
open-r1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cmder,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
protobuf,0,0,0,0,0,0,0,0,0,0,0,0,2,94,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0,0,0,0
reveal.js,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0
handsontable,0,159,0,0,0,0,0,0,0,4,0,0,0,172,0,0,0,0,0,0,0,0,0,0,5,14,505,0,0,0,0,0,59,0
litellm,0,0,0,0,0,0,467,0,0,11,38,0,0,240,0,0,0,0,0,8,0,0,0,0,0,0,102,135,0,0,0,0,21,0
OpenBB,0,0,0,0,0,67,0,0,1,0,0,0,0,169,0,0,0,0,0,0,0,0,0,0,0,0,100,237,0,0,0,0,36,0
tabler-icons,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,21,0
dokku,0,0,0,0,0,0,4,0,0,9,0,0,0,188,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0
openwrt,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
swiper,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,0,0,0,0,0
spring-framework,0,0,0,21,0,0,0,0,0,0,0,0,0,188,10,7,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
tokio,0,0,0,0,0,162,0,0,0,0,0,0,0,457,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
ente,54,0,0,0,0,57,0,0,0,9,6,0,294,298,3,7,0,0,0,0,0,0,0,0,0,13,159,5,0,0,0,0,8,0
remotion,0,0,0,0,0,16,0,0,0,8,0,0,0,109,0,0,0,0,0,0,0,0,0,0,0,0,2441,0,0,0,0,0,89,0
WxJava,0,0,0,0,0,0,5,0,0,0,0,0,0,23,0,0,0,0,0,0,408,1,0,0,0,0,0,0,0,0,0,6,0,0
SDWebImage,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
